year,week,total_specimens,n_a_2009_h1n1,n_a_h1,n_a_h3,n_a_subtyping_not_performed,n_a_unable_to_subtype,n_b,n_h3n2v,n_b_vic,n_b_yam,n_total_a,n_total_b
1997,40,1291,0,0,0,0,0,0,0,NA,NA,0,0
1997,41,1513,0,0,0,11,0,0,0,NA,NA,11,0
1997,42,1552,0,0,3,13,0,1,0,NA,NA,16,1
1997,43,1669,0,0,0,7,0,0,0,NA,NA,7,0
1997,44,1897,0,0,9,1,0,0,0,NA,NA,10,0
1997,45,2106,0,0,0,6,0,0,0,NA,NA,6,0
1997,46,2204,0,0,3,4,0,1,0,NA,NA,7,1
1997,47,2533,0,0,5,17,0,1,0,NA,NA,22,1
1997,48,2242,0,0,14,22,0,1,0,NA,NA,36,1
1997,49,2607,0,0,11,28,0,1,0,NA,NA,39,1
1997,50,3086,0,0,37,59,0,2,0,NA,NA,96,2
1997,51,3410,0,0,84,159,0,0,0,NA,NA,243,0
1997,52,3349,0,0,111,311,0,0,0,NA,NA,422,0
1997,53,4402,0,1,161,627,0,1,0,NA,NA,789,1
1998,1,5294,0,0,211,808,0,3,0,NA,NA,1019,3
1998,2,5501,0,3,281,863,0,4,0,NA,NA,1147,4
1998,3,6196,0,1,453,1132,0,1,0,NA,NA,1586,1
1998,4,6730,0,0,589,1299,0,1,0,NA,NA,1888,1
1998,5,6288,0,0,413,1266,0,1,0,NA,NA,1679,1
1998,6,5867,0,1,363,1061,0,5,0,NA,NA,1425,5
1998,7,4904,0,0,226,757,0,4,0,NA,NA,983,4
1998,8,3975,0,0,93,469,0,4,0,NA,NA,562,4
1998,9,3169,0,0,63,241,0,3,0,NA,NA,304,3
1998,10,2658,0,0,47,149,0,6,0,NA,NA,196,6
1998,11,2234,0,0,30,86,0,5,0,NA,NA,116,5
1998,12,2048,0,0,12,66,0,6,0,NA,NA,78,6
1998,13,1683,0,0,11,29,0,7,0,NA,NA,40,7
1998,14,1532,0,0,6,22,0,6,0,NA,NA,28,6
1998,15,1357,0,0,0,27,0,12,0,NA,NA,27,12
1998,16,1421,0,0,1,16,0,4,0,NA,NA,17,4
1998,17,1236,0,0,1,9,0,6,0,NA,NA,10,6
1998,18,1142,0,0,3,8,0,5,0,NA,NA,11,5
1998,19,1038,0,0,0,5,0,4,0,NA,NA,5,4
1998,20,938,0,0,0,2,0,7,0,NA,NA,2,7
1998,21,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,22,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,23,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,24,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,25,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,26,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,27,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,28,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,29,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,30,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,31,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,32,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,33,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,34,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,35,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,36,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,37,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,38,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,39,0,0,0,0,0,0,0,0,NA,NA,0,0
1998,40,1407,0,0,2,0,0,0,0,NA,NA,2,0
1998,41,1453,0,0,4,1,0,0,0,NA,NA,5,0
1998,42,1654,0,1,0,2,0,0,0,NA,NA,3,0
1998,43,1814,0,0,1,0,0,5,0,NA,NA,1,5
1998,44,2051,0,0,12,6,0,0,0,NA,NA,18,0
1998,45,2222,0,0,5,5,0,4,0,NA,NA,10,4
1998,46,2051,0,0,4,0,0,4,0,NA,NA,4,4
1998,47,1809,0,0,5,4,0,8,0,NA,NA,9,8
1998,48,2397,0,0,11,6,0,11,0,NA,NA,17,11
1998,49,2432,0,0,9,15,0,21,0,NA,NA,24,21
1998,50,2428,0,1,12,15,0,14,0,NA,NA,28,14
1998,51,2207,0,0,21,35,0,27,0,NA,NA,56,27
1998,52,2706,0,1,47,81,0,31,0,NA,NA,129,31
1999,1,3524,0,0,72,183,0,76,0,NA,NA,255,76
1999,2,3889,0,1,151,311,0,111,0,NA,NA,463,111
1999,3,4262,0,1,193,518,0,153,0,NA,NA,712,153
1999,4,5210,0,1,222,658,0,269,0,NA,NA,881,269
1999,5,6143,0,1,351,926,0,400,0,NA,NA,1278,400
1999,6,6574,0,2,317,1134,0,407,0,NA,NA,1453,407
1999,7,6723,0,9,262,1065,0,379,0,NA,NA,1336,379
1999,8,6616,0,1,250,1052,0,366,0,NA,NA,1303,366
1999,9,5933,0,1,184,868,0,334,0,NA,NA,1053,334
1999,10,4289,0,2,137,528,0,216,0,NA,NA,667,216
1999,11,4014,0,5,100,346,0,176,0,NA,NA,451,176
1999,12,3242,0,1,78,264,0,121,0,NA,NA,343,121
1999,13,2712,0,0,42,121,0,61,0,NA,NA,163,61
1999,14,2222,0,1,27,110,0,38,0,NA,NA,138,38
1999,15,1721,0,1,15,75,0,20,0,NA,NA,91,20
1999,16,1368,0,0,11,17,0,8,0,NA,NA,28,8
1999,17,1108,0,0,5,20,0,3,0,NA,NA,25,3
1999,18,982,0,0,3,10,0,4,0,NA,NA,13,4
1999,19,801,0,0,0,5,0,4,0,NA,NA,5,4
1999,20,618,0,0,0,6,0,1,0,NA,NA,6,1
1999,21,239,0,0,0,7,0,0,0,NA,NA,7,0
1999,22,97,0,0,0,1,0,0,0,NA,NA,1,0
1999,23,20,0,0,0,0,0,0,0,NA,NA,0,0
1999,24,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,25,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,26,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,27,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,28,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,29,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,30,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,31,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,32,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,33,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,34,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,35,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,36,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,37,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,38,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,39,0,0,0,0,0,0,0,0,NA,NA,0,0
1999,40,1687,0,0,11,7,0,0,0,NA,NA,18,0
1999,41,1883,0,0,10,9,0,1,0,NA,NA,19,1
1999,42,2097,0,0,18,26,0,3,0,NA,NA,44,3
1999,43,2162,0,0,31,26,0,0,0,NA,NA,57,0
1999,44,2454,0,0,60,34,0,2,0,NA,NA,94,2
1999,45,2576,0,0,82,66,0,0,0,NA,NA,148,0
1999,46,2862,0,0,137,94,0,0,0,NA,NA,231,0
1999,47,2709,0,0,131,154,0,1,0,NA,NA,285,1
1999,48,3845,0,0,207,320,0,0,0,NA,NA,527,0
1999,49,4422,0,2,189,653,0,1,0,NA,NA,844,1
1999,50,5597,0,1,284,1017,0,4,0,NA,NA,1302,4
1999,51,5575,0,2,341,1382,0,1,0,NA,NA,1725,1
1999,52,7323,0,3,376,1768,0,4,0,NA,NA,2147,4
2000,1,8423,0,2,378,1722,0,1,0,NA,NA,2102,1
2000,2,7722,0,0,464,1179,0,2,0,NA,NA,1643,2
2000,3,6242,0,2,302,737,0,3,0,NA,NA,1041,3
2000,4,5482,0,3,244,443,0,5,0,NA,NA,690,5
2000,5,4550,0,10,153,321,0,1,0,NA,NA,484,1
2000,6,4059,0,7,126,275,0,4,0,NA,NA,408,4
2000,7,3523,0,10,69,178,0,6,0,NA,NA,257,6
2000,8,3142,0,18,41,132,0,9,0,NA,NA,191,9
2000,9,2698,0,9,26,60,0,5,0,NA,NA,95,5
2000,10,2195,0,22,18,29,0,6,0,NA,NA,69,6
2000,11,1960,0,19,7,22,0,5,0,NA,NA,48,5
2000,12,1879,0,13,1,16,0,3,0,NA,NA,30,3
2000,13,1708,0,7,3,8,0,3,0,NA,NA,18,3
2000,14,1506,0,6,1,8,0,4,0,NA,NA,15,4
2000,15,1294,0,9,0,8,0,5,0,NA,NA,17,5
2000,16,1212,0,3,5,10,0,5,0,NA,NA,18,5
2000,17,1108,0,3,0,9,0,4,0,NA,NA,12,4
2000,18,1061,0,2,0,2,0,6,0,NA,NA,4,6
2000,19,947,0,0,0,1,0,1,0,NA,NA,1,1
2000,20,865,0,0,0,0,0,2,0,NA,NA,0,2
2000,21,772,0,2,0,2,0,2,0,NA,NA,4,2
2000,22,620,0,1,0,2,0,0,0,NA,NA,3,0
2000,23,666,0,0,0,1,0,2,0,NA,NA,1,2
2000,24,680,0,0,0,0,0,1,0,NA,NA,0,1
2000,25,565,0,0,0,0,0,0,0,NA,NA,0,0
2000,26,551,0,0,0,0,0,1,0,NA,NA,0,1
2000,27,26,0,0,0,0,0,0,0,NA,NA,0,0
2000,28,41,0,0,0,0,0,0,0,NA,NA,0,0
2000,29,28,0,0,0,0,0,0,0,NA,NA,0,0
2000,30,5,0,0,0,0,0,0,0,NA,NA,0,0
2000,31,1,0,0,0,0,0,0,0,NA,NA,0,0
2000,32,0,0,0,0,0,0,0,0,NA,NA,0,0
2000,33,0,0,0,0,0,0,0,0,NA,NA,0,0
2000,34,0,0,0,0,0,0,0,0,NA,NA,0,0
2000,35,0,0,0,0,0,0,0,0,NA,NA,0,0
2000,36,0,0,0,0,0,0,0,0,NA,NA,0,0
2000,37,0,0,0,0,0,0,0,0,NA,NA,0,0
2000,38,0,0,0,0,0,0,0,0,NA,NA,0,0
2000,39,0,0,0,0,0,0,0,0,NA,NA,0,0
2000,40,1387,0,0,0,0,0,1,0,NA,NA,0,1
2000,41,1490,0,2,0,2,0,0,0,NA,NA,4,0
2000,42,1691,0,1,0,1,0,2,0,NA,NA,2,2
2000,43,1683,0,7,3,2,0,2,0,NA,NA,12,2
2000,44,1964,0,10,1,2,0,3,0,NA,NA,13,3
2000,45,1862,0,24,1,5,0,7,0,NA,NA,30,7
2000,46,2183,0,17,1,12,0,13,0,NA,NA,30,13
2000,47,2201,0,20,2,31,0,24,0,NA,NA,53,24
2000,48,2505,0,31,1,30,0,36,0,NA,NA,62,36
2000,49,2841,0,51,3,66,0,41,0,NA,NA,120,41
2000,50,3275,0,61,3,107,0,55,0,NA,NA,171,55
2000,51,3370,0,114,2,175,0,103,0,NA,NA,291,103
2000,52,3310,0,118,0,209,0,132,0,NA,NA,327,132
2001,1,3821,0,147,5,192,0,167,0,NA,NA,344,167
2001,2,4563,0,203,5,329,0,275,0,NA,NA,537,275
2001,3,5121,0,257,2,500,0,373,0,NA,NA,759,373
2001,4,5729,0,286,5,550,0,489,0,NA,NA,841,489
2001,5,5914,0,258,1,455,0,524,0,NA,NA,714,524
2001,6,5619,0,186,3,291,0,587,0,NA,NA,480,587
2001,7,4920,0,101,4,184,0,470,0,NA,NA,289,470
2001,8,4571,0,74,5,121,0,437,0,NA,NA,200,437
2001,9,4321,0,41,7,70,0,377,0,NA,NA,118,377
2001,10,3793,0,36,1,39,0,197,0,NA,NA,76,197
2001,11,3368,0,24,2,21,0,152,0,NA,NA,47,152
2001,12,3132,0,6,3,19,0,153,0,NA,NA,28,153
2001,13,2788,0,16,1,9,0,96,0,NA,NA,26,96
2001,14,2386,0,5,0,5,0,68,0,NA,NA,10,68
2001,15,2020,0,0,1,7,0,37,0,NA,NA,8,37
2001,16,1825,0,2,0,1,0,44,0,NA,NA,3,44
2001,17,1640,0,0,0,0,0,21,0,NA,NA,0,21
2001,18,1528,0,0,0,1,0,8,0,NA,NA,1,8
2001,19,1359,0,0,0,1,0,6,0,NA,NA,1,6
2001,20,1317,0,0,0,0,0,9,0,NA,NA,0,9
2001,21,1125,0,0,0,1,0,0,0,NA,NA,1,0
2001,22,977,0,0,0,2,0,0,0,NA,NA,2,0
2001,23,523,0,1,0,0,0,0,0,NA,NA,1,0
2001,24,38,0,0,0,1,0,0,0,NA,NA,1,0
2001,25,50,0,0,0,0,0,0,0,NA,NA,0,0
2001,26,52,0,0,0,0,0,0,0,NA,NA,0,0
2001,27,23,0,0,0,0,0,0,0,NA,NA,0,0
2001,28,37,0,0,0,0,0,0,0,NA,NA,0,0
2001,29,22,0,0,0,0,0,0,0,NA,NA,0,0
2001,30,26,0,0,0,0,0,0,0,NA,NA,0,0
2001,31,24,0,0,0,0,0,0,0,NA,NA,0,0
2001,32,24,0,0,0,0,0,0,0,NA,NA,0,0
2001,33,43,0,0,0,0,0,0,0,NA,NA,0,0
2001,34,34,0,0,0,0,0,0,0,NA,NA,0,0
2001,35,16,0,0,0,0,0,0,0,NA,NA,0,0
2001,36,19,0,0,0,0,0,0,0,NA,NA,0,0
2001,37,9,0,0,0,0,0,0,0,NA,NA,0,0
2001,38,7,0,0,0,0,0,0,0,NA,NA,0,0
2001,39,0,0,0,0,0,0,0,0,NA,NA,0,0
2001,40,1154,0,0,4,3,0,1,0,NA,NA,7,1
2001,41,1415,0,0,2,3,0,0,0,NA,NA,5,0
2001,42,1468,0,0,3,5,0,0,0,NA,NA,8,0
2001,43,1583,0,0,9,8,0,0,0,NA,NA,17,0
2001,44,1704,0,1,6,6,0,0,0,NA,NA,13,0
2001,45,1843,0,0,12,1,0,0,0,NA,NA,13,0
2001,46,2096,0,0,37,8,0,1,0,NA,NA,45,1
2001,47,2052,0,0,25,5,0,3,0,NA,NA,30,3
2001,48,2401,0,0,50,23,0,1,0,NA,NA,73,1
2001,49,2331,0,1,34,43,0,5,0,NA,NA,78,5
2001,50,2434,0,2,39,69,0,2,0,NA,NA,110,2
2001,51,2915,0,3,44,118,0,4,0,NA,NA,165,4
2001,52,2621,0,0,51,168,0,1,0,NA,NA,219,1
2002,1,3531,0,0,108,234,0,2,0,NA,NA,342,2
2002,2,3900,0,0,144,390,0,6,0,NA,NA,534,6
2002,3,4696,0,1,268,653,0,5,0,NA,NA,922,5
2002,4,5816,0,4,387,840,0,12,0,NA,NA,1231,12
2002,5,6466,0,3,450,997,0,24,0,NA,NA,1450,24
2002,6,7191,0,6,613,1001,0,19,0,NA,NA,1620,19
2002,7,7572,0,4,615,1160,0,28,0,NA,NA,1779,28
2002,8,7358,0,11,538,1216,0,68,0,NA,NA,1765,68
2002,9,6217,0,8,384,947,0,86,0,NA,NA,1339,86
2002,10,5368,0,7,264,730,0,136,0,NA,NA,1001,136
2002,11,4337,0,6,156,475,0,166,0,NA,NA,637,166
2002,12,3763,0,2,103,254,0,210,0,NA,NA,359,210
2002,13,3332,0,3,44,127,0,284,0,NA,NA,174,284
2002,14,2660,0,3,20,72,0,235,0,NA,NA,95,235
2002,15,2329,0,4,17,40,0,192,0,NA,NA,61,192
2002,16,2001,0,6,18,12,0,226,0,NA,NA,36,226
2002,17,1820,0,1,9,8,0,138,0,NA,NA,18,138
2002,18,1643,0,1,11,7,0,149,0,NA,NA,19,149
2002,19,1655,0,1,0,4,0,140,0,NA,NA,5,140
2002,20,1467,0,1,0,1,0,86,0,NA,NA,2,86
2002,21,1302,0,0,0,3,0,61,0,NA,NA,3,61
2002,22,995,0,0,0,2,0,34,0,NA,NA,2,34
2002,23,948,0,0,0,1,0,25,0,NA,NA,1,25
2002,24,850,0,0,0,0,0,7,0,NA,NA,0,7
2002,25,692,0,0,0,0,0,2,0,NA,NA,0,2
2002,26,700,0,0,0,0,0,4,0,NA,NA,0,4
2002,27,490,0,0,0,0,0,2,0,NA,NA,0,2
2002,28,591,0,0,0,0,0,1,0,NA,NA,0,1
2002,29,578,0,0,0,0,0,0,0,NA,NA,0,0
2002,30,601,0,0,0,1,0,1,0,NA,NA,1,1
2002,31,530,0,0,0,0,0,0,0,NA,NA,0,0
2002,32,566,0,0,0,0,0,0,0,NA,NA,0,0
2002,33,516,0,0,0,0,0,0,0,NA,NA,0,0
2002,34,533,0,0,0,0,0,0,0,NA,NA,0,0
2002,35,588,0,0,0,0,0,1,0,NA,NA,0,1
2002,36,482,0,0,0,0,0,0,0,NA,NA,0,0
2002,37,561,0,0,0,0,0,0,0,NA,NA,0,0
2002,38,475,0,0,1,1,0,1,0,NA,NA,2,1
2002,39,391,0,0,0,0,0,2,0,NA,NA,0,2
2002,40,1443,0,0,0,0,0,0,0,NA,NA,0,0
2002,41,1517,0,1,0,1,0,1,0,NA,NA,2,1
2002,42,1590,0,0,0,0,0,0,0,NA,NA,0,0
2002,43,1774,0,4,0,1,0,1,0,NA,NA,5,1
2002,44,1636,0,0,0,3,0,3,0,NA,NA,3,3
2002,45,1988,0,0,2,0,0,3,0,NA,NA,2,3
2002,46,2107,0,0,0,6,0,4,0,NA,NA,6,4
2002,47,2091,0,2,0,4,0,16,0,NA,NA,6,16
2002,48,1900,0,1,3,5,0,6,0,NA,NA,9,6
2002,49,2414,0,4,3,5,0,28,0,NA,NA,12,28
2002,50,2493,0,8,2,14,0,73,0,NA,NA,24,73
2002,51,2910,0,17,3,25,0,146,0,NA,NA,45,146
2002,52,2368,0,17,6,18,0,119,0,NA,NA,41,119
2003,1,2632,0,27,8,31,0,82,0,NA,NA,66,82
2003,2,2828,0,50,19,46,0,134,0,NA,NA,115,134
2003,3,3108,0,68,11,76,0,202,0,NA,NA,155,202
2003,4,3352,0,105,24,142,0,276,0,NA,NA,271,276
2003,5,4166,0,173,53,215,0,413,0,NA,NA,441,413
2003,6,4874,0,279,76,332,0,598,0,NA,NA,687,598
2003,7,4676,0,253,115,299,0,517,0,NA,NA,667,517
2003,8,4416,0,253,126,249,0,368,0,NA,NA,628,368
2003,9,4348,0,275,101,233,0,357,0,NA,NA,609,357
2003,10,3633,0,199,87,179,0,214,0,NA,NA,465,214
2003,11,3422,0,175,62,174,0,175,0,NA,NA,411,175
2003,12,3435,0,169,77,133,0,124,0,NA,NA,379,124
2003,13,2820,0,90,29,91,0,71,0,NA,NA,210,71
2003,14,2352,0,40,32,88,0,41,0,NA,NA,160,41
2003,15,2131,0,24,23,47,0,16,0,NA,NA,94,16
2003,16,1777,0,13,20,33,0,23,0,NA,NA,66,23
2003,17,1406,0,9,20,18,0,11,0,NA,NA,47,11
2003,18,1222,0,16,16,16,0,20,0,NA,NA,48,20
2003,19,1121,0,6,7,5,0,10,0,NA,NA,18,10
2003,20,931,0,7,3,3,0,6,0,NA,NA,13,6
2003,21,872,0,3,5,1,0,7,0,NA,NA,9,7
2003,22,705,0,0,2,0,0,4,0,NA,NA,2,4
2003,23,721,0,3,0,2,0,8,0,NA,NA,5,8
2003,24,683,0,0,3,0,0,4,0,NA,NA,3,4
2003,25,551,0,0,1,1,0,2,0,NA,NA,2,2
2003,26,439,0,1,1,0,0,0,0,NA,NA,2,0
2003,27,643,0,0,1,0,0,0,0,NA,NA,1,0
2003,28,632,0,0,2,1,0,0,0,NA,NA,3,0
2003,29,697,0,0,4,0,0,0,0,NA,NA,4,0
2003,30,636,0,0,4,0,0,0,0,NA,NA,4,0
2003,31,632,0,0,7,0,0,1,0,NA,NA,7,1
2003,32,632,0,0,2,0,0,0,0,NA,NA,2,0
2003,33,761,0,0,2,1,0,0,0,NA,NA,3,0
2003,34,649,0,0,0,0,0,0,0,NA,NA,0,0
2003,35,672,0,0,0,0,0,0,0,NA,NA,0,0
2003,36,512,0,0,0,2,0,0,0,NA,NA,2,0
2003,37,604,0,0,1,0,0,0,0,NA,NA,1,0
2003,38,535,0,0,1,1,0,0,0,NA,NA,2,0
2003,39,414,0,0,0,0,0,0,0,NA,NA,0,0
2003,40,1430,0,0,2,19,0,1,0,NA,NA,21,1
2003,41,1682,0,0,3,74,0,0,0,NA,NA,77,0
2003,42,2176,0,0,17,235,0,1,0,NA,NA,252,1
2003,43,2568,0,0,56,398,0,4,0,NA,NA,454,4
2003,44,2753,0,0,100,435,0,0,0,NA,NA,535,0
2003,45,3553,0,1,273,585,0,3,0,NA,NA,859,3
2003,46,4595,0,0,381,908,0,2,0,NA,NA,1289,2
2003,47,5942,0,0,585,1375,0,8,0,NA,NA,1960,8
2003,48,6479,0,0,489,1752,0,10,0,NA,NA,2241,10
2003,49,9598,0,0,977,2260,0,32,0,NA,NA,3237,32
2003,50,12422,0,0,1401,2660,0,29,0,NA,NA,4061,29
2003,51,11783,0,0,1084,2525,0,20,0,NA,NA,3609,20
2003,52,9748,0,0,569,1826,0,16,0,NA,NA,2395,16
2003,53,8461,0,0,463,1226,0,12,0,NA,NA,1689,12
2004,1,6936,0,0,280,573,0,9,0,NA,NA,853,9
2004,2,5411,0,0,169,331,0,5,0,NA,NA,500,5
2004,3,4329,0,0,96,161,0,3,0,NA,NA,257,3
2004,4,4166,0,0,93,70,0,3,0,NA,NA,163,3
2004,5,3661,0,1,46,58,0,2,0,NA,NA,105,2
2004,6,3530,0,0,24,36,0,5,0,NA,NA,60,5
2004,7,3136,0,0,29,19,0,8,0,NA,NA,48,8
2004,8,2559,0,0,16,10,0,12,0,NA,NA,26,12
2004,9,2651,0,0,4,6,0,8,0,NA,NA,10,8
2004,10,2369,0,0,2,6,0,6,0,NA,NA,8,6
2004,11,2239,0,0,4,7,0,2,0,NA,NA,11,2
2004,12,1801,0,0,5,4,0,15,0,NA,NA,9,15
2004,13,1850,0,0,3,5,0,9,0,NA,NA,8,9
2004,14,1778,0,0,0,1,0,8,0,NA,NA,1,8
2004,15,1564,0,0,0,3,0,12,0,NA,NA,3,12
2004,16,1449,0,0,2,11,0,11,0,NA,NA,13,11
2004,17,1377,0,0,0,4,0,7,0,NA,NA,4,7
2004,18,1298,0,0,0,3,0,6,0,NA,NA,3,6
2004,19,1241,0,0,0,0,0,2,0,NA,NA,0,2
2004,20,1105,0,0,0,1,0,3,0,NA,NA,1,3
2004,21,1055,0,0,1,2,0,3,0,NA,NA,3,3
2004,22,823,0,0,0,2,0,4,0,NA,NA,2,4
2004,23,793,0,0,0,1,0,2,0,NA,NA,1,2
2004,24,844,0,0,0,0,0,2,0,NA,NA,0,2
2004,25,741,0,0,1,1,0,1,0,NA,NA,2,1
2004,26,730,0,0,1,0,0,2,0,NA,NA,1,2
2004,27,573,0,0,0,0,0,1,0,NA,NA,0,1
2004,28,746,0,0,0,0,0,2,0,NA,NA,0,2
2004,29,563,0,0,0,0,0,2,0,NA,NA,0,2
2004,30,671,0,0,0,0,0,0,0,NA,NA,0,0
2004,31,628,0,0,1,0,0,1,0,NA,NA,1,1
2004,32,620,0,0,1,0,0,0,0,NA,NA,1,0
2004,33,647,0,0,0,0,0,1,0,NA,NA,0,1
2004,34,823,0,0,0,3,0,1,0,NA,NA,3,1
2004,35,827,0,0,4,0,0,0,0,NA,NA,4,0
2004,36,822,0,0,0,0,0,3,0,NA,NA,0,3
2004,37,907,0,0,1,4,0,2,0,NA,NA,5,2
2004,38,890,0,0,2,1,0,1,0,NA,NA,3,1
2004,39,919,0,0,4,8,0,2,0,NA,NA,12,2
2004,40,1860,0,0,5,3,0,4,0,NA,NA,8,4
2004,41,2154,0,0,10,3,0,1,0,NA,NA,13,1
2004,42,2412,0,0,16,12,0,11,0,NA,NA,28,11
2004,43,2620,0,0,13,12,0,7,0,NA,NA,25,7
2004,44,2771,0,0,19,10,0,16,0,NA,NA,29,16
2004,45,3074,0,0,28,10,0,24,0,NA,NA,38,24
2004,46,3310,0,0,41,30,0,21,0,NA,NA,71,21
2004,47,3111,0,0,18,22,0,21,0,NA,NA,40,21
2004,48,3826,0,0,65,40,0,32,0,NA,NA,105,32
2004,49,3846,0,0,88,73,0,32,0,NA,NA,161,32
2004,50,4359,0,1,114,126,0,45,0,NA,NA,241,45
2004,51,4509,0,1,186,290,0,54,0,NA,NA,477,54
2004,52,5807,0,0,340,510,0,123,0,NA,NA,850,123
2005,1,6921,0,2,405,712,0,166,0,NA,NA,1119,166
2005,2,6646,0,2,308,634,0,182,0,NA,NA,944,182
2005,3,6948,0,2,377,892,0,212,0,NA,NA,1271,212
2005,4,8010,0,1,514,1045,0,306,0,NA,NA,1560,306
2005,5,8654,0,0,687,1214,0,424,0,NA,NA,1901,424
2005,6,9684,0,2,640,1451,0,478,0,NA,NA,2093,478
2005,7,10586,0,2,692,1398,0,613,0,NA,NA,2092,613
2005,8,9710,0,1,524,1135,0,618,0,NA,NA,1660,618
2005,9,8511,0,0,228,950,0,520,0,NA,NA,1178,520
2005,10,7580,0,0,163,635,0,418,0,NA,NA,798,418
2005,11,6540,0,0,148,489,0,471,0,NA,NA,637,471
2005,12,5928,0,0,103,303,0,463,0,NA,NA,406,463
2005,13,5134,0,3,54,167,0,343,0,NA,NA,224,343
2005,14,3894,0,0,47,96,0,212,0,NA,NA,143,212
2005,15,3339,0,0,14,39,0,123,0,NA,NA,53,123
2005,16,2933,0,1,21,26,0,75,0,NA,NA,48,75
2005,17,2570,0,0,12,15,0,42,0,NA,NA,27,42
2005,18,2250,0,0,10,8,0,33,0,NA,NA,18,33
2005,19,2136,0,0,13,5,0,19,0,NA,NA,18,19
2005,20,1889,0,0,20,3,0,16,0,NA,NA,23,16
2005,21,1809,0,0,9,3,0,19,0,NA,NA,12,19
2005,22,1682,0,0,5,3,0,15,0,NA,NA,8,15
2005,23,1576,0,0,4,0,0,8,0,NA,NA,4,8
2005,24,1514,0,0,3,2,0,10,0,NA,NA,5,10
2005,25,1229,0,0,5,1,0,5,0,NA,NA,6,5
2005,26,1215,0,0,0,6,0,1,0,NA,NA,6,1
2005,27,1073,0,0,1,0,0,4,0,NA,NA,1,4
2005,28,991,0,0,0,0,0,2,0,NA,NA,0,2
2005,29,983,0,0,0,1,0,2,0,NA,NA,1,2
2005,30,1124,0,0,1,0,0,1,0,NA,NA,1,1
2005,31,1018,0,0,0,0,0,0,0,NA,NA,0,0
2005,32,964,0,0,3,1,0,0,0,NA,NA,4,0
2005,33,989,0,1,0,5,0,0,0,NA,NA,6,0
2005,34,1016,0,0,2,2,0,0,0,NA,NA,4,0
2005,35,1054,0,0,2,3,0,1,0,NA,NA,5,1
2005,36,1031,0,0,1,0,0,0,0,NA,NA,1,0
2005,37,1099,0,0,4,0,0,1,0,NA,NA,4,1
2005,38,1280,0,0,2,0,0,0,0,NA,NA,2,0
2005,39,1421,0,0,2,4,0,1,0,NA,NA,6,1
2005,40,1894,0,0,6,4,0,1,0,NA,NA,10,1
2005,41,2191,0,0,6,4,0,2,0,NA,NA,10,2
2005,42,2349,0,0,12,8,0,5,0,NA,NA,20,5
2005,43,2780,0,0,6,6,0,2,0,NA,NA,12,2
2005,44,2890,0,0,13,7,0,3,0,NA,NA,20,3
2005,45,3320,0,1,21,14,0,7,0,NA,NA,36,7
2005,46,3861,0,2,18,23,0,4,0,NA,NA,43,4
2005,47,3268,0,0,19,30,0,3,0,NA,NA,49,3
2005,48,4056,0,1,57,56,0,2,0,NA,NA,114,2
2005,49,3863,0,1,126,79,0,8,0,NA,NA,206,8
2005,50,4618,0,0,269,125,0,5,0,NA,NA,394,5
2005,51,5418,0,1,296,383,0,11,0,NA,NA,680,11
2005,52,5829,0,2,336,425,0,23,0,NA,NA,763,23
2006,1,6417,0,1,259,468,0,24,0,NA,NA,728,24
2006,2,6378,0,4,297,520,0,22,0,NA,NA,821,22
2006,3,6255,0,4,285,565,0,29,0,NA,NA,854,29
2006,4,6732,0,4,308,714,0,33,0,NA,NA,1026,33
2006,5,7029,0,6,314,779,0,74,0,NA,NA,1099,74
