year,week,total_specimens,n_a_2009_h1n1,n_a_h1,n_a_h3,n_a_subtyping_not_performed,n_a_unable_to_subtype,n_b,n_h3n2v,n_b_vic,n_b_yam,n_total_a,n_total_b
2015,21,7748,1,0,20,21,0,184,0,NA,NA,42,184
2015,22,6993,0,0,20,22,0,152,0,NA,NA,42,152
2015,23,6725,1,0,20,28,0,129,0,NA,NA,49,129
2015,24,6133,2,0,50,22,0,78,0,NA,NA,74,78
2015,25,5558,0,0,51,24,0,46,0,NA,NA,75,46
2015,26,5248,2,0,59,35,0,33,0,NA,NA,96,33
2015,27,5260,4,0,40,18,0,36,1,NA,NA,62,36
2015,28,5039,3,0,35,11,0,37,0,NA,NA,49,37
2015,29,4811,2,0,31,19,0,21,0,NA,NA,52,21
2015,30,4785,0,0,44,20,0,9,0,NA,NA,64,9
2015,31,4790,4,0,50,21,0,18,0,NA,NA,75,18
2015,32,4910,3,0,34,30,0,14,0,NA,NA,67,14
2015,33,5170,2,0,55,25,0,16,0,NA,NA,82,16
2015,34,5381,3,0,44,33,0,20,0,NA,NA,80,20
2015,35,6115,3,0,64,43,0,29,0,NA,NA,110,29
2015,36,6786,1,0,74,35,0,38,0,NA,NA,110,38
2015,37,7694,4,0,91,56,0,47,0,NA,NA,151,47
2015,38,8855,1,0,58,62,0,46,0,NA,NA,121,46
2015,39,9876,7,0,77,59,0,59,0,NA,NA,143,59
2015,40,13168,4,NA,65,2,NA,10,0,0,1,155,54
2015,41,14263,5,NA,41,2,NA,7,0,3,0,164,64
2015,42,14639,10,NA,50,1,NA,8,0,3,2,158,65
2015,43,14781,9,NA,31,4,NA,9,0,1,4,142,66
2015,44,16152,4,NA,23,4,NA,9,0,1,4,128,82
2015,45,16441,11,NA,34,1,NA,10,0,4,2,168,102
2015,46,16708,17,NA,42,1,NA,4,0,0,4,144,106
2015,47,16391,17,NA,24,0,NA,4,0,3,9,160,108
2015,48,17751,27,NA,36,3,NA,9,0,3,12,211,105
2015,49,18191,38,NA,37,3,NA,11,0,2,11,218,130
2015,50,18833,69,NA,39,0,NA,10,0,4,19,352,225
2015,51,18123,89,NA,33,1,NA,12,0,3,28,343,209
2015,52,20350,146,NA,56,1,NA,13,0,9,35,467,257
2016,1,21627,232,NA,68,2,NA,14,0,12,52,698,262
2016,2,20437,256,NA,89,5,NA,47,0,23,60,921,354
2016,3,20744,361,NA,100,13,NA,45,0,25,83,1190,468
2016,4,23359,526,NA,160,15,NA,97,0,28,104,1736,641
2016,5,24988,672,NA,171,13,NA,98,0,62,143,2428,890
2016,6,28136,891,NA,236,17,NA,161,0,71,206,3409,1302
2016,7,31106,1340,NA,256,19,NA,179,0,103,309,4750,1683
2016,8,35517,1672,NA,232,28,NA,215,0,156,383,6342,2030
2016,9,38567,1886,NA,313,32,NA,211,0,143,347,7754,2330
2016,10,41876,2173,NA,313,47,NA,246,0,162,333,9212,2759
2016,11,38344,1514,NA,213,24,NA,185,0,154,278,6798,2407
2016,12,33518,1058,NA,198,19,NA,185,0,117,207,5194,2161
2016,13,30674,807,NA,180,33,NA,208,0,127,211,3985,2060
2016,14,26382,534,NA,135,33,NA,173,0,106,163,2673,1832
2016,15,23773,383,NA,117,16,NA,148,0,88,162,2022,1762
2016,16,21676,276,NA,127,16,NA,158,0,86,163,1542,1736
2016,17,19461,167,NA,98,5,NA,94,0,78,119,971,1434
2016,18,16505,77,NA,59,2,NA,80,0,53,82,565,1037
2016,19,15109,53,NA,62,2,NA,53,0,36,71,397,822
2016,20,13361,35,NA,77,4,NA,44,0,14,50,340,613
2016,21,12230,16,NA,44,2,NA,30,0,22,32,201,492
2016,22,10549,4,NA,13,1,NA,24,0,14,35,100,299
2016,23,9636,5,NA,15,1,NA,14,0,6,17,91,244
2016,24,8788,7,NA,18,0,NA,6,0,6,10,84,116
2016,25,7737,5,NA,22,0,NA,10,0,9,11,71,113
2016,26,6623,3,NA,18,3,NA,4,0,6,9,50,70
2016,27,6249,2,NA,18,0,NA,5,0,5,9,44,49
2016,28,6619,1,NA,21,1,NA,3,0,2,11,47,47
2016,29,6185,2,NA,18,1,NA,4,0,0,10,45,40
2016,30,6054,2,NA,38,0,NA,2,1,2,10,61,39
2016,31,6026,1,NA,45,2,NA,0,3,1,4,84,25
2016,32,6124,6,NA,28,0,NA,1,10,3,12,66,46
2016,33,6350,1,NA,29,0,NA,3,4,1,7,61,32
2016,34,6628,5,NA,28,0,NA,2,0,2,6,96,35
2016,35,7501,7,NA,33,0,NA,5,0,4,2,118,52
2016,36,8132,3,NA,45,0,NA,6,0,1,3,105,66
2016,37,9280,8,NA,55,2,NA,10,0,4,6,139,78
2016,38,10040,6,NA,77,0,NA,8,0,3,5,180,83
2016,39,11292,5,NA,73,1,NA,5,0,11,0,185,99
2016,40,14278,9,NA,87,0,NA,1,0,5,4,216,100
2016,41,15023,11,NA,81,0,NA,3,0,7,6,200,99
2016,42,16250,12,NA,134,2,NA,1,0,8,10,263,116
2016,43,16480,13,NA,130,1,NA,6,0,3,3,287,100
2016,44,17948,12,NA,122,3,NA,3,0,10,7,338,138
2016,45,19086,5,NA,155,1,NA,5,0,6,1,432,133
2016,46,20411,9,NA,189,2,NA,13,0,7,1,547,165
2016,47,19618,5,NA,164,14,NA,10,0,4,3,634,186
2016,48,23255,13,NA,318,11,NA,18,0,17,5,874,223
2016,49,22444,14,NA,479,3,NA,3,0,20,7,1192,210
2016,50,25720,18,NA,750,9,NA,16,0,27,18,2136,271
2016,51,29439,29,NA,1016,11,NA,16,0,38,28,3619,423
2016,52,36560,32,NA,1676,31,NA,13,0,59,37,6009,497
2017,1,38960,53,NA,2067,13,NA,19,0,47,60,6421,512
2017,2,39546,49,NA,2210,30,NA,25,0,49,76,7224,626
2017,3,41010,57,NA,2253,24,NA,26,0,69,104,8396,854
2017,4,42620,47,NA,2431,29,NA,30,0,71,123,8761,1021
2017,5,46521,51,NA,2596,30,NA,50,0,96,182,10456,1425
2017,6,53516,71,NA,2975,23,NA,47,0,126,240,12771,2303
2017,7,54691,68,NA,2617,17,NA,104,0,152,300,12248,3108
2017,8,52446,87,NA,2364,12,NA,89,0,159,357,11226,3557
2017,9,44426,54,NA,1492,13,NA,102,0,149,358,7164,2998
2017,10,42112,50,NA,1256,15,NA,107,0,138,389,5953,3419
2017,11,39836,28,NA,909,11,NA,124,0,141,440,4743,3876
2017,12,38400,31,NA,843,4,NA,124,0,193,523,4099,4555
2017,13,35530,27,NA,655,3,NA,218,0,143,576,3030,4595
2017,14,31021,17,NA,374,4,NA,133,0,117,450,1838,3686
2017,15,26720,5,NA,221,1,NA,81,0,66,383,1129,2813
2017,16,23640,11,NA,144,2,NA,81,0,54,250,724,1960
2017,17,20099,7,NA,133,2,NA,49,0,51,181,468,1227
2017,18,17267,5,NA,83,2,NA,41,0,31,131,342,911
2017,19,16191,3,NA,97,2,NA,36,0,38,117,334,775
2017,20,15080,5,NA,63,1,NA,33,0,33,114,285,659
2017,21,13461,6,NA,41,0,NA,23,0,26,80,227,507
2017,22,12194,1,NA,39,0,NA,17,0,51,60,211,442
2017,23,11119,5,NA,33,0,NA,19,0,22,63,174,329
2017,24,9966,8,NA,43,1,NA,9,0,11,45,183,227
2017,25,8843,5,NA,40,0,NA,8,0,11,31,152,167
2017,26,7859,5,NA,39,1,NA,7,0,4,21,139,128
2017,27,7366,10,NA,29,0,NA,4,0,7,7,114,97
2017,28,7741,4,NA,31,0,NA,11,2,5,9,129,93
2017,29,7532,8,NA,26,0,NA,9,9,0,7,130,61
2017,30,7122,7,NA,31,4,NA,3,0,1,21,114,75
2017,31,7110,8,NA,41,0,NA,3,5,0,8,150,46
2017,32,7266,6,NA,42,1,NA,7,1,0,20,126,82
2017,33,7949,5,NA,32,3,NA,1,0,0,9,102,50
2017,34,8570,6,NA,54,2,NA,10,0,1,9,142,57
2017,35,9890,18,NA,64,1,NA,7,0,0,0,203,69
2017,36,10850,12,NA,105,2,NA,3,0,0,13,247,84
2017,37,12321,8,NA,109,0,NA,14,0,2,17,265,105
2017,38,13529,2,NA,101,3,NA,10,17,1,18,260,104
2017,39,14583,10,NA,119,1,NA,3,24,0,10,309,90
2017,40,16573,13,NA,123,3,NA,5,1,0,16,370,133
2017,41,17636,14,NA,143,8,NA,6,0,4,13,413,121
2017,42,19061,14,NA,173,0,NA,2,0,1,11,465,124
2017,43,19864,26,NA,180,24,NA,13,0,1,21,570,170
2017,44,21606,24,NA,249,15,NA,17,0,3,36,791,275
2017,45,23440,29,NA,315,1,NA,12,0,4,33,1034,289
2017,46,25670,56,NA,405,2,NA,29,0,5,61,1402,417
2017,47,25441,41,NA,490,2,NA,10,0,5,60,1869,428
2017,48,29582,61,NA,787,11,NA,20,1,8,108,2412,572
2017,49,33552,72,NA,1055,4,NA,31,0,16,103,3610,977
2017,50,38752,137,NA,1515,11,NA,39,0,36,174,6223,1093
2017,51,52824,240,NA,2491,19,NA,78,0,39,258,11987,2073
2017,52,60942,279,NA,2984,29,NA,100,0,35,372,15294,2599
2018,1,67726,320,NA,3295,39,NA,165,0,45,463,16672,3208
2018,2,75195,393,NA,3336,70,NA,163,0,42,534,18948,3985
2018,3,75417,406,NA,2727,50,NA,189,0,47,536,17965,4677
2018,4,87245,540,NA,2749,38,NA,231,0,58,718,19961,6357
2018,5,88743,542,NA,2494,41,NA,306,0,91,804,18270,8116
2018,6,87883,544,NA,2040,32,NA,329,0,113,931,16732,9231
2018,7,80481,495,NA,1511,24,NA,251,0,115,931,13401,9507
2018,8,64580,306,NA,1073,19,NA,245,0,116,891,8575,7652
2018,9,52069,246,NA,588,12,NA,204,0,88,699,5251,5550
2018,10,44035,144,NA,411,25,NA,172,0,88,646,3477,4440
2018,11,39323,188,NA,277,25,NA,174,0,70,542,2839,4170
2018,12,35690,120,NA,234,10,NA,129,0,52,467,2387,3751
2018,13,32633,132,NA,220,8,NA,107,0,62,455,2068,3551
2018,14,29245,120,NA,163,7,NA,72,0,54,405,1422,2868
2018,15,26533,101,NA,102,2,NA,54,0,40,297,1106,2308
2018,16,22657,51,NA,86,0,NA,45,0,43,211,732,1723
2018,17,20356,56,NA,53,1,NA,53,0,28,138,582,1293
2018,18,17926,40,NA,31,2,NA,23,0,14,137,419,898
2018,19,15577,16,NA,20,0,NA,8,0,6,68,227,549
2018,20,13477,16,NA,10,0,NA,10,0,6,27,202,279
2018,21,12143,18,NA,6,0,NA,8,0,4,20,143,195
2018,22,11054,8,NA,5,0,NA,2,0,2,11,89,104
2018,23,9989,7,NA,3,0,NA,3,0,3,9,83,95
2018,24,9212,6,NA,3,0,NA,2,0,3,8,60,78
2018,25,8715,1,NA,3,0,NA,0,1,3,6,54,47
2018,26,7920,2,NA,6,0,NA,0,0,0,1,65,30
2018,27,7010,9,NA,5,0,NA,1,0,0,6,58,32
2018,28,7162,8,NA,9,0,NA,1,0,2,3,68,19
2018,29,7009,15,NA,5,0,NA,3,0,2,4,77,24
2018,30,6976,9,NA,3,4,NA,0,0,2,0,64,21
2018,31,6477,7,NA,10,3,NA,0,0,0,1,63,18
2018,32,6954,6,NA,8,5,NA,1,0,0,2,62,25
2018,33,7246,5,NA,9,6,NA,1,0,0,2,56,21
2018,34,8042,17,NA,20,6,NA,1,0,0,1,120,29
2018,35,8970,10,NA,6,0,NA,0,0,0,2,114,35
2018,36,10137,17,NA,17,0,NA,1,0,0,1,153,54
2018,37,12476,29,NA,14,0,NA,0,0,1,5,198,54
2018,38,13717,22,NA,17,2,NA,2,0,1,2,199,71
2018,39,15324,20,NA,13,0,NA,0,0,0,3,202,55
2018,40,17329,29,NA,11,8,NA,0,0,7,11,266,89
2018,41,18953,52,NA,11,8,NA,5,0,3,5,294,96
2018,42,21331,52,NA,22,13,NA,1,0,2,14,399,108
2018,43,22570,76,NA,35,3,NA,3,0,0,13,454,117
2018,44,23743,84,NA,23,3,NA,1,0,1,8,500,109
2018,45,24902,117,NA,27,15,NA,5,0,4,7,705,114
2018,46,25945,148,NA,41,12,NA,0,0,2,3,869,111
2018,47,25901,215,NA,54,10,NA,1,0,2,5,1176,84
2018,48,30032,326,NA,64,12,NA,1,0,2,10,1404,120
2018,49,30806,361,NA,90,14,NA,7,0,3,7,2125,169
2018,50,35352,675,NA,166,20,NA,3,0,7,6,4103,210
2018,51,41097,1115,NA,248,79,NA,9,0,20,8,6731,229
2018,52,45945,1243,NA,274,113,NA,7,0,19,9,8479,279
2019,1,47354,1182,NA,305,162,NA,6,0,8,17,6892,184
2019,2,44893,1430,NA,233,100,NA,12,0,4,20,6838,254
2019,3,45371,1475,NA,367,120,NA,9,0,17,16,8635,229
2019,4,47747,1549,NA,513,117,NA,19,0,19,9,10502,294
2019,5,52806,1678,NA,807,74,NA,11,0,25,18,13235,346
2019,6,58925,1878,NA,1201,77,NA,18,0,18,11,16307,476
2019,7,58042,1703,NA,1305,63,NA,23,0,29,18,16425,585
2019,8,58848,1481,NA,1501,79,NA,57,0,28,12,16769,575
2019,9,58209,1377,NA,1783,83,NA,38,0,34,10,16679,523
2019,10,58090,1292,NA,1829,70,NA,57,0,42,27,16390,564
2019,11,57885,1051,NA,1826,48,NA,51,0,56,31,16301,707
2019,12,52587,745,NA,1402,27,NA,75,0,50,19,12510,767
2019,13,45852,472,NA,1110,30,NA,105,0,66,25,9284,794
2019,14,39381,336,NA,887,21,NA,96,0,70,20,6136,783
2019,15,33865,217,NA,660,9,NA,79,0,58,18,4097,722
2019,16,29493,130,NA,354,7,NA,25,0,50,19,2384,612
2019,17,25962,88,NA,218,4,NA,67,0,39,14,1341,533
2019,18,21210,65,NA,158,6,NA,13,0,40,11,863,402
2019,19,18582,45,NA,94,14,NA,22,0,41,9,557,349
2019,20,17801,43,NA,82,3,NA,11,0,40,7,461,327
2019,21,16227,29,NA,67,4,NA,3,0,27,3,376,293
2019,22,14942,23,NA,55,4,NA,20,0,25,11,294,287
2019,23,13119,25,NA,54,4,NA,19,0,32,1,227,260
2019,24,11838,21,NA,57,7,NA,6,0,19,2,214,162
2019,25,10857,19,NA,52,2,NA,9,0,13,0,182,112
2019,26,9519,21,NA,48,2,NA,4,0,12,3,164,116
2019,27,9215,29,NA,41,3,NA,3,0,13,1,202,103
2019,28,9476,10,NA,42,1,NA,2,0,9,1,155,93
2019,29,8662,12,NA,55,4,NA,1,0,10,0,176,91
2019,30,8247,19,NA,29,2,NA,3,0,11,0,154,99
2019,31,8217,14,NA,30,2,NA,1,0,10,2,150,98
2019,32,8375,7,NA,33,0,NA,1,0,16,0,119,104
2019,33,8654,20,NA,34,3,NA,0,0,38,0,135,133
2019,34,9248,19,NA,38,1,NA,2,0,32,0,152,150
2019,35,10877,14,NA,34,4,NA,6,0,29,0,194,256
2019,36,12269,16,NA,54,9,NA,1,0,29,1,215,261
2019,37,13961,12,NA,69,14,NA,2,0,44,2,247,228
2019,38,15825,27,NA,59,10,NA,5,0,46,0,258,304
2019,39,18147,18,NA,60,18,NA,7,0,49,0,249,379
2019,40,20838,25,NA,57,21,NA,7,0,56,1,239,188
2019,41,23214,33,NA,64,22,NA,7,0,70,2,265,260
2019,42,24387,36,NA,82,24,NA,13,0,77,3,314,280
2019,43,26124,53,NA,78,48,NA,20,0,96,5,380,475
2019,44,27014,52,NA,61,83,NA,39,0,120,5,417,720
2019,45,31189,122,NA,74,205,NA,74,0,234,10,815,1393
2019,46,33647,149,NA,58,146,NA,89,0,330,10,888,2018
2019,47,39305,258,NA,78,173,NA,173,0,423,10,1412,3187
2019,48,37757,369,NA,83,92,NA,141,0,500,10,1623,3444
2019,49,45188,513,NA,83,86,NA,195,0,657,14,2108,4327
2019,50,48415,620,NA,78,41,NA,311,0,807,15,2897,6230
2019,51,58494,915,NA,52,52,NA,276,0,1110,16,4716,9981
2019,52,68238,1210,NA,88,27,NA,348,0,1326,24,7305,12962
2020,1,69417,1262,NA,101,45,NA,189,0,1275,23,7053,11151
2020,2,65248,1338,NA,86,34,NA,223,0,1145,20,7567,9316
2020,3,65248,1598,NA,73,56,NA,252,0,1244,12,9439,9528
2020,4,69502,1769,NA,79,37,NA,256,0,1137,8,11363,10165
2020,5,78348,2366,NA,92,50,NA,309,0,1073,8,14610,11061
2020,6,77533,2355,NA,91,64,NA,288,0,875,5,15470,9955
2020,7,74292,2052,NA,65,129,NA,280,0,744,10,15618,8214
2020,8,69556,1752,NA,76,119,NA,169,0,564,9,14661,6497
2020,9,66399,1667,NA,63,50,NA,141,0,454,8,13493,4966
2020,10,68305,1612,NA,73,65,NA,132,0,352,8,12800,3870
2020,11,78031,1138,NA,74,52,NA,93,0,197,3,10341,2983
2020,12,75955,444,NA,30,23,NA,50,0,77,1,4628,1480
2020,13,46904,100,NA,7,8,NA,34,0,20,2,874,336
2020,14,32317,37,NA,1,4,NA,7,0,5,0,238,134
2020,15,20596,28,NA,0,3,NA,4,0,0,0,106,50
2020,16,15330,19,NA,0,0,NA,3,0,2,0,77,37
2020,17,13648,26,NA,0,0,NA,4,0,0,0,46,12
2020,18,11018,23,NA,0,1,NA,2,0,1,0,43,11
2020,19,9552,26,NA,1,0,NA,2,0,0,0,41,17
2020,20,8532,24,NA,0,0,NA,3,0,0,0,38,13
2020,21,8078,0,NA,0,1,NA,0,0,0,0,9,8
2020,22,6587,2,NA,0,1,NA,1,0,0,0,10,4
2020,23,6543,0,NA,0,0,NA,2,0,0,0,9,14
2020,24,6069,1,NA,0,1,NA,3,0,1,0,10,12
2020,25,5648,0,NA,0,0,NA,0,0,0,0,12,8
2020,26,5882,0,NA,0,3,NA,0,0,0,0,12,7
2020,27,6459,0,NA,0,0,NA,0,1,0,0,9,5
2020,28,6587,0,NA,0,1,NA,1,0,0,0,7,6
2020,29,6434,0,NA,0,0,NA,0,0,0,0,11,12
2020,30,6302,0,NA,0,2,NA,0,0,0,0,7,4
2020,31,6314,0,NA,0,0,NA,0,0,0,0,3,5
2020,32,6516,0,NA,0,0,NA,0,0,0,0,7,4
2020,33,6253,0,NA,0,0,NA,1,0,0,0,4,5
2020,34,6459,0,NA,0,0,NA,0,0,0,0,6,8
2020,35,8800,0,NA,0,0,NA,0,0,0,0,7,13
2020,36,9120,0,NA,0,2,NA,1,0,0,0,9,7
2020,37,7218,0,NA,1,0,NA,0,0,0,0,8,6
2020,38,8300,0,NA,0,1,NA,0,0,0,0,15,18
2020,39,11820,0,NA,0,1,NA,0,0,0,0,12,9
2020,40,23825,0,NA,0,3,NA,2,0,0,0,22,23
2020,41,27162,3,NA,2,3,NA,5,0,1,0,38,34
2020,42,26512,0,NA,1,4,NA,5,0,0,0,32,31
2020,43,32355,1,NA,1,11,NA,4,0,0,0,34,25
2020,44,40976,0,NA,1,7,NA,13,0,1,2,30,35
2020,45,53687,0,NA,1,6,NA,9,0,0,0,38,34
2020,46,60672,3,NA,4,6,NA,5,0,0,1,45,50
2020,47,58002,0,NA,3,0,NA,2,0,0,2,37,58
2020,48,46506,2,NA,0,6,NA,2,0,1,0,27,39
2020,49,60210,0,NA,0,5,NA,4,0,2,3,36,74
2020,50,58278,3,NA,3,8,NA,1,0,2,0,40,79
2020,51,56096,0,NA,0,5,NA,4,0,0,0,41,85
2020,52,48785,0,NA,0,2,NA,2,0,0,0,36,69
2020,53,51753,1,NA,2,6,NA,3,0,0,0,43,76
2021,1,62535,0,NA,2,6,NA,3,0,1,0,36,99
2021,2,57507,0,NA,1,4,NA,3,1,1,0,30,52
2021,3,52902,0,NA,1,2,NA,1,0,0,0,24,63
2021,4,49673,1,NA,0,2,NA,1,0,0,0,15,51
2021,5,52853,0,NA,0,4,NA,3,0,0,0,25,56
2021,6,51235,0,NA,0,2,NA,1,0,1,0,13,37
2021,7,45839,0,NA,0,3,NA,1,0,0,1,22,24
2021,8,50937,1,NA,1,1,NA,5,0,0,0,20,30
2021,9,48995,0,NA,0,2,NA,0,0,0,0,16,17
2021,10,51129,1,NA,0,1,NA,1,0,1,0,17,23
2021,11,49302,0,NA,1,4,NA,2,0,0,0,31,21
2021,12,50703,0,NA,0,1,NA,0,0,0,0,14,17
2021,13,45775,0,NA,0,5,NA,1,0,0,0,18,10
2021,14,45671,1,NA,0,0,NA,0,0,0,0,11,14
2021,15,45781,1,NA,1,3,NA,2,0,0,0,13,15
2021,16,42965,0,NA,0,0,NA,1,0,0,0,12,17
2021,17,44048,0,NA,0,1,NA,0,0,0,0,17,10
2021,18,40979,0,NA,0,0,NA,0,0,1,0,10,16
2021,19,38431,0,NA,0,0,NA,0,0,0,0,17,13
2021,20,38481,0,NA,0,1,NA,0,0,5,0,24,25
2021,21,33444,0,NA,0,0,NA,0,0,0,0,14,23
2021,22,30684,1,NA,0,2,NA,1,0,0,0,10,16
2021,23,30885,0,NA,0,2,NA,0,0,0,0,10,18
2021,24,30011,0,NA,1,0,NA,0,0,0,0,18,12
2021,25,28656,1,NA,0,0,NA,0,0,1,0,13,18
2021,26,30037,0,NA,0,1,NA,0,0,0,0,4,13
2021,27,31751,1,NA,1,2,NA,1,0,0,0,9,10
2021,28,35189,0,NA,3,3,NA,1,0,1,0,17,19
2021,29,36268,0,NA,2,0,NA,0,0,0,0,7,13
2021,30,39541,1,NA,1,1,NA,0,0,0,0,14,12
2021,31,42408,0,NA,2,3,NA,0,0,0,0,19,18
2021,32,51293,0,NA,1,2,NA,0,1,0,0,12,11
2021,33,55198,0,NA,3,2,NA,1,0,0,0,19,11
2021,34,64227,1,NA,0,5,NA,3,0,0,0,19,14
2021,35,66096,1,NA,0,2,NA,1,0,1,0,25,15
2021,36,57876,0,NA,0,6,NA,1,0,0,0,17,10
2021,37,64719,1,NA,6,3,NA,0,0,4,0,21,18
2021,38,60515,3,NA,22,6,NA,0,0,0,0,43,17
2021,39,62328,0,NA,38,2,NA,1,0,1,1,69,26
2021,40,69405,1,NA,86,5,NA,4,0,3,0,133,44
2021,41,65563,0,NA,93,2,NA,8,1,2,0,120,42
2021,42,73707,0,NA,52,3,NA,4,0,3,0,81,46
2021,43,76873,0,NA,50,7,NA,3,0,8,0,156,44
2021,44,81250,0,NA,183,11,NA,1,0,4,0,318,42
2021,45,86362,0,NA,213,48,NA,3,0,1,0,570,40
2021,46,96876,2,NA,452,77,NA,5,0,4,1,1218,55
2021,47,88510,1,NA,526,60,NA,4,0,2,0,1872,45
2021,48,110790,1,NA,836,136,NA,4,0,3,0,3368,78
2021,49,127744,0,NA,952,241,NA,1,0,2,0,5106,54
2021,50,141001,0,NA,1097,316,NA,4,0,0,0,8094,65
2021,51,160092,0,NA,1022,287,NA,3,0,0,0,8549,81
2021,52,190747,0,NA,1016,506,NA,6,0,0,0,7610,115
2022,1,217186,0,NA,814,344,NA,8,0,0,0,4764,76
2022,2,196092,0,NA,635,393,NA,2,0,0,0,3628,74
2022,3,156664,0,NA,529,202,NA,1,0,0,0,2921,73
2022,4,127998,0,NA,403,189,NA,5,0,2,0,2314,53
2022,5,96589,0,NA,387,121,NA,3,0,1,0,2078,45
2022,6,91492,0,NA,488,147,NA,2,0,0,0,2490,49
2022,7,85820,1,NA,408,162,NA,1,0,1,0,3096,67
2022,8,79283,0,NA,371,128,NA,2,0,0,0,3312,35
2022,9,78761,1,NA,476,135,NA,2,0,1,0,4224,46
2022,10,77982,0,NA,489,109,NA,0,0,1,0,4804,55
2022,11,76472,3,NA,474,131,NA,0,0,0,0,5559,52
2022,12,80961,0,NA,603,98,NA,1,0,0,0,6184,37
2022,13,80235,0,NA,666,114,NA,1,0,1,0,6344,117
2022,14,84017,0,NA,615,97,NA,1,0,1,0,7372,36
2022,15,83426,0,NA,689,119,NA,4,0,0,0,7652,30
2022,16,86069,3,NA,703,125,NA,3,0,0,0,7134,55
2022,17,91755,3,NA,696,99,NA,1,0,0,0,7033,44
2022,18,95357,3,NA,741,92,NA,1,0,0,0,7538,52
2022,19,99961,1,NA,647,170,NA,3,0,0,0,6904,66
2022,20,100403,4,NA,623,149,NA,1,0,0,0,5835,28
2022,21,97945,1,NA,512,114,NA,1,0,0,0,5383,40
2022,22,92315,1,NA,472,101,NA,1,0,0,0,4359,47
2022,23,90143,0,NA,349,75,NA,2,0,0,0,2875,36
2022,24,85377,0,NA,307,46,NA,3,0,0,0,1953,45
2022,25,83596,0,NA,168,29,NA,1,0,0,0,1281,41
2022,26,83640,1,NA,76,25,NA,1,0,0,0,882,38
2022,27,82859,0,NA,85,12,NA,1,0,0,0,690,31
2022,28,81660,0,NA,115,11,NA,1,0,0,0,564,51
2022,29,83348,1,NA,42,9,NA,4,0,0,0,400,42
2022,30,79396,0,NA,31,15,NA,3,0,0,0,314,34
2022,31,73603,2,NA,39,16,NA,2,3,0,0,300,31
2022,32,67559,1,NA,84,7,NA,2,0,0,0,316,29
2022,33,74372,6,NA,67,7,NA,1,0,1,0,303,36
2022,34,76104,11,NA,77,7,NA,0,0,2,0,395,43
2022,35,76467,8,NA,71,8,NA,3,0,1,0,422,39
2022,36,71325,8,NA,72,11,NA,0,1,0,0,520,22
2022,37,73860,5,NA,68,8,NA,5,0,0,0,583,39
2022,38,78121,17,NA,110,10,NA,7,0,3,0,912,70
2022,39,76341,25,NA,112,18,NA,3,0,1,0,1423,85
2022,40,84551,37,NA,234,18,NA,3,0,5,0,2270,112
2022,41,93415,65,NA,352,22,NA,2,0,4,0,3395,92
2022,42,98697,101,NA,406,58,NA,4,0,6,0,5351,116
2022,43,112887,174,NA,481,176,NA,1,0,0,0,9580,101
2022,44,112135,108,NA,325,267,NA,5,0,0,0,13786,97
